Date,Commodity,State,Price,Volume
2026-01-11,Gram,Delhi,6907.33,4381
2026-01-11,Tur,Maharashtra,5908.69,4588
2026-01-11,Tur,Karnataka,6648.78,5270
2026-01-11,Tur,Uttar Pradesh,5826.34,5079
2026-01-11,Tur,Delhi,8833.84,5200
2026-01-12,Onion,Maharashtra,1053.71,6459
2026-01-12,Onion,Karnataka,1117.82,9311
2026-01-12,Onion,Uttar Pradesh,1263.11,6787
2026-01-12,Onion,Delhi,1645.23,5238
2026-01-12,Potato,Maharashtra,618.67,7624
2026-01-12,Potato,Karnataka,667.17,7462
2026-01-12,Potato,Uttar Pradesh,758.49,7217
2026-01-12,Potato,Delhi,935.73,5622
2026-01-12,Tomato,Maharashtra,1335.06,4169
2026-01-12,Tomato,Karnataka,1575.89,7034
2026-01-12,Tomato,Uttar Pradesh,1665.52,2629
2026-01-12,Tomato,Delhi,2250.07,4860
2026-01-12,Gram,Maharashtra,5374.31,4400
2026-01-12,Gram,Karnataka,5477.95,4154
2026-01-12,Gram,Uttar Pradesh,5322.18,6914
2026-01-12,Gram,Delhi,6858.89,4173
2026-01-12,Tur,Maharashtra,6267.27,6784
2026-01-12,Tur,Karnataka,6269.86,6274
2026-01-12,Tur,Uttar Pradesh,7610.14,5491
2026-01-12,Tur,Delhi,8251.24,5378
2026-01-13,Onion,Maharashtra,1228.79,8593
2026-01-13,Onion,Karnataka,1233.67,5074
2026-01-13,Onion,Uttar Pradesh,1413.93,4817
2026-01-13,Onion,Delhi,1558.72,4245
2026-01-13,Potato,Maharashtra,632.57,8458
2026-01-13,Potato,Karnataka,694.94,8153
2026-01-13,Potato,Uttar Pradesh,820.8,7790
2026-01-13,Potato,Delhi,867.71,6816
2026-01-13,Tomato,Maharashtra,1558.09,5239
2026-01-13,Tomato,Karnataka,1513.02,7501
2026-01-13,Tomato,Uttar Pradesh,1407.37,7969
2026-01-13,Tomato,Delhi,1803.59,5125
2026-01-13,Gram,Maharashtra,4927.22,5572
2026-01-13,Gram,Karnataka,4881.2,3747
2026-01-13,Gram,Uttar Pradesh,6100.08,4153
2026-01-13,Gram,Delhi,6580.51,2277
2026-01-13,Tur,Maharashtra,5589.83,4539
2026-01-13,Tur,Karnataka,6942.79,7029
2026-01-13,Tur,Uttar Pradesh,6220.73,8058
2026-01-13,Tur,Delhi,8604.79,4155
2026-01-14,Onion,Maharashtra,796.78,10126
2026-01-14,Onion,Karnataka,990.88,4413
2026-01-14,Onion,Uttar Pradesh,1341.27,9299
2026-01-14,Onion,Delhi,1689.31,5563
2026-01-14,Potato,Maharashtra,678.94,9291
2026-01-14,Potato,Karnataka,725.84,7941
2026-01-14,Potato,Uttar Pradesh,715.41,7053
2026-01-14,Potato,Delhi,832.37,5393
2026-01-14,Tomato,Maharashtra,982.46,6807
2026-01-14,Tomato,Karnataka,1196.73,5126
2026-01-14,Tomato,Uttar Pradesh,1503.82,7990
2026-01-14,Tomato,Delhi,2018.46,3429
2026-01-14,Gram,Maharashtra,4642.78,6600
2026-01-14,Gram,Karnataka,4922.45,5026
2026-01-14,Gram,Uttar Pradesh,5736.02,4031
2026-01-14,Gram,Delhi,6966.26,2932
2026-01-14,Tur,Maharashtra,5608.36,6567
2026-01-14,Tur,Karnataka,5488.74,6363
2026-01-14,Tur,Uttar Pradesh,6523.36,6169
2026-01-14,Tur,Delhi,8266.01,5657
2026-01-15,Onion,Maharashtra,1112.31,6348
2026-01-15,Onion,Karnataka,1172.92,7293
2026-01-15,Onion,Uttar Pradesh,1225.06,6300
2026-01-15,Onion,Delhi,1439.76,4337
2026-01-15,Potato,Maharashtra,539.38,10713
2026-01-15,Potato,Karnataka,585.91,6476
2026-01-15,Potato,Uttar Pradesh,658.11,8421
2026-01-15,Potato,Delhi,864.85,7140
2026-01-15,Tomato,Maharashtra,1187.22,7331
2026-01-15,Tomato,Karnataka,1228.29,9401
2026-01-15,Tomato,Uttar Pradesh,1231.28,6637
2026-01-15,Tomato,Delhi,1962.76,5413
2026-01-15,Gram,Maharashtra,4925.65,5411
2026-01-15,Gram,Karnataka,5283.08,5108
2026-01-15,Gram,Uttar Pradesh,5882.36,7210
2026-01-15,Gram,Delhi,6736.13,2904
2026-01-15,Tur,Maharashtra,5840.87,9357
2026-01-15,Tur,Karnataka,5845.65,7765
2026-01-15,Tur,Uttar Pradesh,7288.97,4940
2026-01-15,Tur,Delhi,8423.54,5891
2026-01-16,Onion,Maharashtra,1052.36,6661
2026-01-16,Onion,Karnataka,1089.05,5243
2026-01-16,Onion,Uttar Pradesh,1141.93,4720
2026-01-16,Onion,Delhi,1528.89,4230
2026-01-16,Potato,Maharashtra,654.18,5466
2026-01-16,Potato,Karnataka,696.41,8772
2026-01-16,Potato,Uttar Pradesh,569.12,7677
2026-01-16,Potato,Delhi,971.79,4331
2026-01-16,Tomato,Maharashtra,1657.3,7526
2026-01-16,Tomato,Karnataka,1255.27,6505
2026-01-16,Tomato,Uttar Pradesh,1581.43,6345
2026-01-16,Tomato,Delhi,1944.95,4079
2026-01-16,Gram,Maharashtra,5051.13,3984
2026-01-16,Gram,Karnataka,5230.25,4311
2026-01-16,Gram,Uttar Pradesh,5289.06,6236
2026-01-16,Gram,Delhi,7315.08,4487
2026-01-16,Tur,Maharashtra,5390.68,5782
2026-01-16,Tur,Karnataka,6754.9,6013
2026-01-16,Tur,Uttar Pradesh,7579.5,5992
2026-01-16,Tur,Delhi,8256.17,4169
2026-01-17,Onion,Maharashtra,1114.46,6732
2026-01-17,Onion,Karnataka,1244.43,7837
2026-01-17,Onion,Uttar Pradesh,1126.16,4585
2026-01-17,Onion,Delhi,1305.26,5507
2026-01-17,Potato,Maharashtra,560.83,4519
2026-01-17,Potato,Karnataka,700.71,11267
2026-01-17,Potato,Uttar Pradesh,708.54,8340
2026-01-17,Potato,Delhi,891.93,5601
2026-01-17,Tomato,Maharashtra,1507.46,6541
2026-01-17,Tomato,Karnataka,1450.66,7002
2026-01-17,Tomato,Uttar Pradesh,1337.1,7490
2026-01-17,Tomato,Delhi,1803.41,4244
2026-01-17,Gram,Maharashtra,5180.98,4557
2026-01-17,Gram,Karnataka,5280.46,5253
2026-01-17,Gram,Uttar Pradesh,5928.06,5474
2026-01-17,Gram,Delhi,6926.24,4654
2026-01-17,Tur,Maharashtra,6509.43,6861
2026-01-17,Tur,Karnataka,6215.38,4313
2026-01-17,Tur,Uttar Pradesh,6058.3,5216
2026-01-17,Tur,Delhi,7897.72,4278
2026-01-18,Onion,Maharashtra,1105.81,7680
2026-01-18,Onion,Karnataka,1151.6,7219
2026-01-18,Onion,Uttar Pradesh,1228.86,3780
2026-01-18,Onion,Delhi,1413.68,4855
2026-01-18,Potato,Maharashtra,553.64,8888
2026-01-18,Potato,Karnataka,780.93,9351
2026-01-18,Potato,Uttar Pradesh,694.3,9272
2026-01-18,Potato,Delhi,896.96,5329
2026-01-18,Tomato,Maharashtra,1201.83,6524
2026-01-18,Tomato,Karnataka,1320.46,6803
2026-01-18,Tomato,Uttar Pradesh,1503.79,6253
2026-01-18,Tomato,Delhi,1926.99,6190
2026-01-18,Gram,Maharashtra,5326.89,3905
2026-01-18,Gram,Karnataka,4378.15,6246
2026-01-18,Gram,Uttar Pradesh,5071.09,4775
2026-01-18,Gram,Delhi,6527.34,2558
2026-01-18,Tur,Maharashtra,6129.12,7110
2026-01-18,Tur,Karnataka,5953.0,2817
2026-01-18,Tur,Uttar Pradesh,6293.59,5990
2026-01-18,Tur,Delhi,7508.74,4607
2026-01-19,Onion,Maharashtra,1097.75,7749
2026-01-19,Onion,Karnataka,1175.02,5298
2026-01-19,Onion,Uttar Pradesh,1365.35,6051
2026-01-19,Onion,Delhi,1523.92,4066
2026-01-19,Potato,Maharashtra,607.54,6532
2026-01-19,Potato,Karnataka,661.94,10092
2026-01-19,Potato,Uttar Pradesh,613.49,4837
2026-01-19,Potato,Delhi,989.88,5475
2026-01-19,Tomato,Maharashtra,1191.56,8388
2026-01-19,Tomato,Karnataka,1277.88,8981
2026-01-19,Tomato,Uttar Pradesh,1608.23,5640
2026-01-19,Tomato,Delhi,2272.26,4394
2026-01-19,Gram,Maharashtra,5255.63,5888
2026-01-19,Gram,Karnataka,5729.06,6906
2026-01-19,Gram,Uttar Pradesh,5562.2,4246
2026-01-19,Gram,Delhi,7099.74,3457
2026-01-19,Tur,Maharashtra,6793.1,6341
2026-01-19,Tur,Karnataka,6049.75,6063
2026-01-19,Tur,Uttar Pradesh,5934.99,4475
2026-01-19,Tur,Delhi,8716.69,3860
2026-01-20,Onion,Maharashtra,974.53,7689
2026-01-20,Onion,Karnataka,1303.56,7524
2026-01-20,Onion,Uttar Pradesh,1341.93,5304
2026-01-20,Onion,Delhi,1357.38,6501
2026-01-20,Potato,Maharashtra,616.23,7538
2026-01-20,Potato,Karnataka,767.28,8355
2026-01-20,Potato,Uttar Pradesh,741.71,10235
2026-01-20,Potato,Delhi,842.2,6774
2026-01-20,Tomato,Maharashtra,1337.64,7317
2026-01-20,Tomato,Karnataka,1705.61,7247
2026-01-20,Tomato,Uttar Pradesh,1581.26,7590
2026-01-20,Tomato,Delhi,1769.01,4160
2026-01-20,Gram,Maharashtra,4631.57,3370
2026-01-20,Gram,Karnataka,5994.55,4101
2026-01-20,Gram,Uttar Pradesh,5475.06,4723
2026-01-20,Gram,Delhi,7048.22,4652
2026-01-20,Tur,Maharashtra,6275.91,5452
2026-01-20,Tur,Karnataka,6140.65,6178
2026-01-20,Tur,Uttar Pradesh,6431.09,7341
2026-01-20,Tur,Delhi,8399.69,5097
2026-01-21,Onion,Maharashtra,1180.28,8574
2026-01-21,Onion,Karnataka,1183.61,4872
2026-01-21,Onion,Uttar Pradesh,1271.0,5435
2026-01-21,Onion,Delhi,1465.37,5586
2026-01-21,Potato,Maharashtra,725.75,7970
2026-01-21,Potato,Karnataka,696.19,10078
2026-01-21,Potato,Uttar Pradesh,726.93,10859
2026-01-21,Potato,Delhi,927.19,3701
2026-01-21,Tomato,Maharashtra,1477.77,7473
2026-01-21,Tomato,Karnataka,1658.78,7464
2026-01-21,Tomato,Uttar Pradesh,1446.87,4719
2026-01-21,Tomato,Delhi,1801.4,4149
2026-01-21,Gram,Maharashtra,4795.42,6209
2026-01-21,Gram,Karnataka,5860.77,5678
2026-01-21,Gram,Uttar Pradesh,5135.44,5444
2026-01-21,Gram,Delhi,7361.32,3512
2026-01-21,Tur,Maharashtra,5830.01,6190
2026-01-21,Tur,Karnataka,5864.36,6606
2026-01-21,Tur,Uttar Pradesh,6490.37,6021
2026-01-21,Tur,Delhi,7781.63,4055
2026-01-22,Onion,Maharashtra,1188.0,6426
2026-01-22,Onion,Karnataka,1369.73,6053
2026-01-22,Onion,Uttar Pradesh,1250.64,7415
2026-01-22,Onion,Delhi,1359.4,3239
2026-01-22,Potato,Maharashtra,532.53,9940
2026-01-22,Potato,Karnataka,636.21,11365
2026-01-22,Potato,Uttar Pradesh,670.86,7406
2026-01-22,Potato,Delhi,995.9,8006
2026-01-22,Tomato,Maharashtra,1740.27,8622
2026-01-22,Tomato,Karnataka,1606.56,7358
2026-01-22,Tomato,Uttar Pradesh,1631.19,5561
2026-01-22,Tomato,Delhi,1680.76,4996
2026-01-22,Gram,Maharashtra,4940.39,5051
2026-01-22,Gram,Karnataka,5521.46,6268
2026-01-22,Gram,Uttar Pradesh,5586.44,6477
2026-01-22,Gram,Delhi,6544.78,3845
2026-01-22,Tur,Maharashtra,5569.37,3868
2026-01-22,Tur,Karnataka,6182.06,5705
2026-01-22,Tur,Uttar Pradesh,7227.65,6256
2026-01-22,Tur,Delhi,7722.37,6092
2026-01-23,Onion,Maharashtra,1248.41,7752
2026-01-23,Onion,Karnataka,1135.93,5316
2026-01-23,Onion,Uttar Pradesh,1179.66,7610
2026-01-23,Onion,Delhi,1756.55,6543
2026-01-23,Potato,Maharashtra,605.36,6159
2026-01-23,Potato,Karnataka,684.97,4859
2026-01-23,Potato,Uttar Pradesh,733.26,6931
2026-01-23,Potato,Delhi,855.68,3891
2026-01-23,Tomato,Maharashtra,1431.55,6204
2026-01-23,Tomato,Karnataka,1168.67,2799
2026-01-23,Tomato,Uttar Pradesh,1470.98,8465
2026-01-23,Tomato,Delhi,2177.85,4542
2026-01-23,Gram,Maharashtra,4790.53,6076
2026-01-23,Gram,Karnataka,4929.72,5580
2026-01-23,Gram,Uttar Pradesh,5825.13,6226
2026-01-23,Gram,Delhi,6911.2,3837
2026-01-23,Tur,Maharashtra,5498.47,5151
2026-01-23,Tur,Karnataka,6119.06,6277
2026-01-23,Tur,Uttar Pradesh,6959.51,4663
2026-01-23,Tur,Delhi,8857.21,4203
2026-01-24,Onion,Maharashtra,1099.9,5906
2026-01-24,Onion,Karnataka,872.8,7742
2026-01-24,Onion,Uttar Pradesh,1313.38,5898
2026-01-24,Onion,Delhi,1539.24,5515
2026-01-24,Potato,Maharashtra,530.45,7096
2026-01-24,Potato,Karnataka,730.97,5632
2026-01-24,Potato,Uttar Pradesh,731.47,5204
2026-01-24,Potato,Delhi,921.3,5673
2026-01-24,Tomato,Maharashtra,1006.67,8562
2026-01-24,Tomato,Karnataka,1256.65,5512
2026-01-24,Tomato,Uttar Pradesh,1517.55,7685
2026-01-24,Tomato,Delhi,1643.64,5061
2026-01-24,Gram,Maharashtra,5152.74,6325
2026-01-24,Gram,Karnataka,5342.33,4876
2026-01-24,Gram,Uttar Pradesh,5268.84,5086
2026-01-24,Gram,Delhi,6572.88,1662
2026-01-24,Tur,Maharashtra,6091.63,7288
2026-01-24,Tur,Karnataka,5159.37,4666
2026-01-24,Tur,Uttar Pradesh,6828.82,7841
2026-01-24,Tur,Delhi,8197.11,3797
2026-01-25,Onion,Maharashtra,1081.09,8853
2026-01-25,Onion,Karnataka,1086.8,5527
2026-01-25,Onion,Uttar Pradesh,1167.67,5058
2026-01-25,Onion,Delhi,1546.72,6624
2026-01-25,Potato,Maharashtra,662.7,7535
2026-01-25,Potato,Karnataka,655.21,5168
2026-01-25,Potato,Uttar Pradesh,773.02,7031
2026-01-25,Potato,Delhi,876.37,9363
2026-01-25,Tomato,Maharashtra,1390.31,5900
2026-01-25,Tomato,Karnataka,1319.21,8090
2026-01-25,Tomato,Uttar Pradesh,1501.05,4452
2026-01-25,Tomato,Delhi,2031.85,4331
2026-01-25,Gram,Maharashtra,5659.65,6755
2026-01-25,Gram,Karnataka,5125.44,6611
2026-01-25,Gram,Uttar Pradesh,5583.75,5852
2026-01-25,Gram,Delhi,7119.66,3322
2026-01-25,Tur,Maharashtra,5607.2,7444
2026-01-25,Tur,Karnataka,6073.75,5375
2026-01-25,Tur,Uttar Pradesh,6122.19,6026
2026-01-25,Tur,Delhi,9118.14,3495
2026-01-26,Onion,Maharashtra,1106.52,8905
2026-01-26,Onion,Karnataka,1155.37,7174
2026-01-26,Onion,Uttar Pradesh,1098.75,6785
2026-01-26,Onion,Delhi,1510.34,5985
2026-01-26,Potato,Maharashtra,723.45,12046
2026-01-26,Potato,Karnataka,716.48,8008
2026-01-26,Potato,Uttar Pradesh,725.09,6638
2026-01-26,Potato,Delhi,913.04,5376
2026-01-26,Tomato,Maharashtra,1365.12,8774
2026-01-26,Tomato,Karnataka,1204.08,8078
2026-01-26,Tomato,Uttar Pradesh,1742.78,6102
2026-01-26,Tomato,Delhi,1424.83,4392
2026-01-26,Gram,Maharashtra,5459.3,5530
2026-01-26,Gram,Karnataka,4933.67,4731
2026-01-26,Gram,Uttar Pradesh,5855.72,5546
2026-01-26,Gram,Delhi,6868.25,3706
2026-01-26,Tur,Maharashtra,5722.13,5034
2026-01-26,Tur,Karnataka,6953.03,5470
2026-01-26,Tur,Uttar Pradesh,7101.52,7245
2026-01-26,Tur,Delhi,8641.49,4060
2026-01-27,Onion,Maharashtra,1152.64,6910
2026-01-27,Onion,Karnataka,1057.09,7005
2026-01-27,Onion,Uttar Pradesh,1085.4,7734
2026-01-27,Onion,Delhi,1477.85,5201
2026-01-27,Potato,Maharashtra,660.41,7525
2026-01-27,Potato,Karnataka,717.24,6804
2026-01-27,Potato,Uttar Pradesh,772.75,5220
2026-01-27,Potato,Delhi,898.55,7930
2026-01-27,Tomato,Maharashtra,1132.22,6003
2026-01-27,Tomato,Karnataka,1509.09,6815
2026-01-27,Tomato,Uttar Pradesh,1550.45,6861
2026-01-27,Tomato,Delhi,1977.34,6109
2026-01-27,Gram,Maharashtra,5150.14,5287
2026-01-27,Gram,Karnataka,5520.25,7263
2026-01-27,Gram,Uttar Pradesh,5516.58,4025
2026-01-27,Gram,Delhi,7341.23,3903
2026-01-27,Tur,Maharashtra,4922.34,7219
2026-01-27,Tur,Karnataka,5986.92,5742
2026-01-27,Tur,Uttar Pradesh,6704.99,5767
2026-01-27,Tur,Delhi,8513.75,4057
2026-01-28,Onion,Maharashtra,1166.34,6583
2026-01-28,Onion,Karnataka,1254.8,7388
2026-01-28,Onion,Uttar Pradesh,1115.27,7607
2026-01-28,Onion,Delhi,1470.08,5808
2026-01-28,Potato,Maharashtra,666.55,10854
2026-01-28,Potato,Karnataka,660.8,6993
2026-01-28,Potato,Uttar Pradesh,710.68,6709
2026-01-28,Potato,Delhi,946.05,3867
2026-01-28,Tomato,Maharashtra,1122.42,5461
2026-01-28,Tomato,Karnataka,1597.28,8829
2026-01-28,Tomato,Uttar Pradesh,1460.39,6038
2026-01-28,Tomato,Delhi,1865.61,6161
2026-01-28,Gram,Maharashtra,4683.48,5820
2026-01-28,Gram,Karnataka,5627.59,5790
2026-01-28,Gram,Uttar Pradesh,5630.85,6001
2026-01-28,Gram,Delhi,6009.49,4542
2026-01-28,Tur,Maharashtra,5607.33,3912
2026-01-28,Tur,Karnataka,6459.57,7454
2026-01-28,Tur,Uttar Pradesh,6495.55,6614
2026-01-28,Tur,Delhi,8922.28,5613
2026-01-29,Onion,Maharashtra,1302.14,7975
2026-01-29,Onion,Karnataka,1175.8,4471
2026-01-29,Onion,Uttar Pradesh,1198.63,5195
2026-01-29,Onion,Delhi,1795.71,4824
2026-01-29,Potato,Maharashtra,649.71,8811
2026-01-29,Potato,Karnataka,679.76,10067
2026-01-29,Potato,Uttar Pradesh,668.73,7420
2026-01-29,Potato,Delhi,838.43,4205
2026-01-29,Tomato,Maharashtra,1211.66,6893
2026-01-29,Tomato,Karnataka,1322.27,5667
2026-01-29,Tomato,Uttar Pradesh,1200.98,6146
2026-01-29,Tomato,Delhi,1551.86,5760
2026-01-29,Gram,Maharashtra,5038.25,3936
2026-01-29,Gram,Karnataka,5179.48,4471
2026-01-29,Gram,Uttar Pradesh,5677.71,6340
2026-01-29,Gram,Delhi,6301.19,4092
2026-01-29,Tur,Maharashtra,5831.22,7001
2026-01-29,Tur,Karnataka,6327.18,4968
2026-01-29,Tur,Uttar Pradesh,6415.63,4671
2026-01-29,Tur,Delhi,8683.2,4463
2026-01-30,Onion,Maharashtra,1334.06,6860
2026-01-30,Onion,Karnataka,1082.35,4587
2026-01-30,Onion,Uttar Pradesh,1012.42,4269
2026-01-30,Onion,Delhi,1568.06,5508
2026-01-30,Potato,Maharashtra,530.66,9357
2026-01-30,Potato,Karnataka,643.16,7739
2026-01-30,Potato,Uttar Pradesh,825.46,8424
2026-01-30,Potato,Delhi,871.95,4695
2026-01-30,Tomato,Maharashtra,904.52,5945
2026-01-30,Tomato,Karnataka,1366.81,5280
2026-01-30,Tomato,Uttar Pradesh,1456.95,6346
2026-01-30,Tomato,Delhi,1809.03,4349
2026-01-30,Gram,Maharashtra,5069.78,6046
2026-01-30,Gram,Karnataka,4907.49,6748
2026-01-30,Gram,Uttar Pradesh,5532.99,5018
2026-01-30,Gram,Delhi,7207.25,4186
2026-01-30,Tur,Maharashtra,6333.81,6527
2026-01-30,Tur,Karnataka,5957.35,6270
2026-01-30,Tur,Uttar Pradesh,6046.32,5676
2026-01-30,Tur,Delhi,8186.3,4259
2026-01-31,Onion,Maharashtra,1091.07,4330
2026-01-31,Onion,Karnataka,1102.12,6701
2026-01-31,Onion,Uttar Pradesh,1248.62,4965
2026-01-31,Onion,Delhi,1688.68,4133
2026-01-31,Potato,Maharashtra,709.45,8614
2026-01-31,Potato,Karnataka,632.0,10188
2026-01-31,Potato,Uttar Pradesh,629.33,8455
2026-01-31,Potato,Delhi,961.14,4947
2026-01-31,Tomato,Maharashtra,1614.24,6597
2026-01-31,Tomato,Karnataka,1467.69,6921
2026-01-31,Tomato,Uttar Pradesh,1457.3,7263
2026-01-31,Tomato,Delhi,2013.9,3251
2026-01-31,Gram,Maharashtra,5468.62,3708
2026-01-31,Gram,Karnataka,5651.94,6449
2026-01-31,Gram,Uttar Pradesh,5187.16,4589
2026-01-31,Gram,Delhi,6574.25,3828
2026-01-31,Tur,Maharashtra,5767.9,7135
2026-01-31,Tur,Karnataka,6824.3,7480
2026-01-31,Tur,Uttar Pradesh,6309.82,5323
2026-01-31,Tur,Delhi,7445.95,3728
2026-02-01,Onion,Maharashtra,1499.62,7350
2026-02-01,Onion,Karnataka,1312.6,4639
2026-02-01,Onion,Uttar Pradesh,1534.43,5280
2026-02-01,Onion,Delhi,1824.85,4339
2026-02-01,Potato,Maharashtra,608.68,7913
2026-02-01,Potato,Karnataka,715.74,7528
2026-02-01,Potato,Uttar Pradesh,682.61,6986
2026-02-01,Potato,Delhi,885.26,5291
2026-02-01,Tomato,Maharashtra,1619.0,7331
2026-02-01,Tomato,Karnataka,1875.76,4952
2026-02-01,Tomato,Uttar Pradesh,1995.79,4666
2026-02-01,Tomato,Delhi,2555.12,4295
2026-02-01,Gram,Maharashtra,4975.89,6053
2026-02-01,Gram,Karnataka,4742.17,4077
2026-02-01,Gram,Uttar Pradesh,5152.63,5142
2026-02-01,Gram,Delhi,7569.51,5785
2026-02-01,Tur,Maharashtra,6523.49,6433
2026-02-01,Tur,Karnataka,5772.36,4938
2026-02-01,Tur,Uttar Pradesh,6574.8,4609
2026-02-01,Tur,Delhi,8585.96,3812
2026-02-02,Onion,Maharashtra,1147.04,6386
2026-02-02,Onion,Karnataka,1332.75,5514
2026-02-02,Onion,Uttar Pradesh,1787.29,4080
2026-02-02,Onion,Delhi,1619.37,3771
2026-02-02,Potato,Maharashtra,719.16,11044
2026-02-02,Potato,Karnataka,591.7,8265
2026-02-02,Potato,Uttar Pradesh,680.87,6991
2026-02-02,Potato,Delhi,1076.9,3996
2026-02-02,Tomato,Maharashtra,1722.59,6075
2026-02-02,Tomato,Karnataka,1981.88,5366
2026-02-02,Tomato,Uttar Pradesh,1919.21,4608
2026-02-02,Tomato,Delhi,2375.83,3725
2026-02-02,Gram,Maharashtra,5232.35,5144
2026-02-02,Gram,Karnataka,5425.39,5232
2026-02-02,Gram,Uttar Pradesh,5966.12,4948
2026-02-02,Gram,Delhi,6344.44,5009
2026-02-02,Tur,Maharashtra,5830.5,5083
2026-02-02,Tur,Karnataka,6316.59,7063
2026-02-02,Tur,Uttar Pradesh,5970.15,8566
2026-02-02,Tur,Delhi,9139.23,4398
2026-02-03,Onion,Maharashtra,1378.69,5872
2026-02-03,Onion,Karnataka,1524.77,5942
2026-02-03,Onion,Uttar Pradesh,1605.87,5089
2026-02-03,Onion,Delhi,1900.32,3878
2026-02-03,Potato,Maharashtra,628.7,9736
2026-02-03,Potato,Karnataka,719.58,3097
2026-02-03,Potato,Uttar Pradesh,759.63,7421
2026-02-03,Potato,Delhi,890.84,5270
2026-02-03,Tomato,Maharashtra,1897.74,6608
2026-02-03,Tomato,Karnataka,1611.28,5691
2026-02-03,Tomato,Uttar Pradesh,1664.47,3620
2026-02-03,Tomato,Delhi,2198.16,4689
2026-02-03,Gram,Maharashtra,5349.74,6125
2026-02-03,Gram,Karnataka,5548.61,5806
2026-02-03,Gram,Uttar Pradesh,5348.98,5431
2026-02-03,Gram,Delhi,7247.02,4603
2026-02-03,Tur,Maharashtra,6774.8,6676
2026-02-03,Tur,Karnataka,6744.6,6725
2026-02-03,Tur,Uttar Pradesh,6921.17,4334
2026-02-03,Tur,Delhi,8592.99,3583
2026-02-04,Onion,Maharashtra,1304.98,5394
2026-02-04,Onion,Karnataka,1367.91,4938
2026-02-04,Onion,Uttar Pradesh,1312.77,5213
2026-02-04,Onion,Delhi,1925.14,3346
2026-02-04,Potato,Maharashtra,688.75,9424
2026-02-04,Potato,Karnataka,565.77,6371
2026-02-04,Potato,Uttar Pradesh,660.16,5800
2026-02-04,Potato,Delhi,950.56,5492
2026-02-04,Tomato,Maharashtra,1621.1,3329
2026-02-04,Tomato,Karnataka,1894.08,3958
2026-02-04,Tomato,Uttar Pradesh,1871.99,5277
2026-02-04,Tomato,Delhi,2597.13,2952
2026-02-04,Gram,Maharashtra,3960.67,5759
2026-02-04,Gram,Karnataka,5926.43,6567
2026-02-04,Gram,Uttar Pradesh,5648.38,4508
2026-02-04,Gram,Delhi,7251.24,3221
2026-02-04,Tur,Maharashtra,6455.86,6439
2026-02-04,Tur,Karnataka,7065.34,8597
2026-02-04,Tur,Uttar Pradesh,7111.59,4727
2026-02-04,Tur,Delhi,8657.24,2720
2026-02-05,Onion,Maharashtra,1303.35,5100
2026-02-05,Onion,Karnataka,1400.87,5423
2026-02-05,Onion,Uttar Pradesh,1442.11,6121
2026-02-05,Onion,Delhi,1926.02,3992
2026-02-05,Potato,Maharashtra,619.9,8182
2026-02-05,Potato,Karnataka,736.32,6214
2026-02-05,Potato,Uttar Pradesh,668.21,6708
2026-02-05,Potato,Delhi,798.64,4777
2026-02-05,Tomato,Maharashtra,1579.84,6527
2026-02-05,Tomato,Karnataka,1820.65,5466
2026-02-05,Tomato,Uttar Pradesh,2031.38,4862
2026-02-05,Tomato,Delhi,2404.59,3917
2026-02-05,Gram,Maharashtra,5111.73,4908
2026-02-05,Gram,Karnataka,4444.09,5121
2026-02-05,Gram,Uttar Pradesh,6074.46,5926
2026-02-05,Gram,Delhi,7308.51,4988
2026-02-05,Tur,Maharashtra,6283.11,6078
2026-02-05,Tur,Karnataka,6312.11,5189
2026-02-05,Tur,Uttar Pradesh,7214.0,6530
2026-02-05,Tur,Delhi,8608.37,3831
2026-02-06,Onion,Maharashtra,1387.5,6223
2026-02-06,Onion,Karnataka,1291.26,2846
2026-02-06,Onion,Uttar Pradesh,1475.54,3779
2026-02-06,Onion,Delhi,1866.02,3881
2026-02-06,Potato,Maharashtra,611.38,10242
2026-02-06,Potato,Karnataka,701.7,7970
2026-02-06,Potato,Uttar Pradesh,758.11,5515
2026-02-06,Potato,Delhi,965.94,5627
2026-02-06,Tomato,Maharashtra,1810.26,4364
2026-02-06,Tomato,Karnataka,1458.53,6124
2026-02-06,Tomato,Uttar Pradesh,1937.68,4097
2026-02-06,Tomato,Delhi,2154.07,4900
2026-02-06,Gram,Maharashtra,4603.91,7380
2026-02-06,Gram,Karnataka,4983.88,5935
2026-02-06,Gram,Uttar Pradesh,5462.98,5603
2026-02-06,Gram,Delhi,6782.06,3869
2026-02-06,Tur,Maharashtra,6263.33,4675
2026-02-06,Tur,Karnataka,6925.23,4971
2026-02-06,Tur,Uttar Pradesh,6835.93,4216
2026-02-06,Tur,Delhi,7520.45,4049
2026-02-07,Onion,Maharashtra,1677.67,6427
2026-02-07,Onion,Karnataka,1462.97,4986
2026-02-07,Onion,Uttar Pradesh,1545.1,5547
2026-02-07,Onion,Delhi,1786.3,4891
2026-02-07,Potato,Maharashtra,693.43,9076
2026-02-07,Potato,Karnataka,709.79,7548
2026-02-07,Potato,Uttar Pradesh,761.94,7988
2026-02-07,Potato,Delhi,868.77,5058
2026-02-07,Tomato,Maharashtra,1697.61,7276
2026-02-07,Tomato,Karnataka,1522.6,3718
2026-02-07,Tomato,Uttar Pradesh,1896.55,5050
2026-02-07,Tomato,Delhi,2364.17,4195
2026-02-07,Gram,Maharashtra,4943.43,7210
